COUNTY,Year,LABOR_FORCE,EMPLOYED,UNEMPLOYED
"Carter County, MT",2003,669,648,21
"Cascade County, MT",2003,38361,36653,1708
"Chouteau County, MT",2003,2506,2421,85
"Custer County, MT",2003,5692,5471,221
"Daniels County, MT",2003,825,788,37
"Dawson County, MT",2003,4297,4149,148
"Deer Lodge County, MT",2003,3872,3621,251
"Fallon County, MT",2003,1545,1497,48
"Fergus County, MT",2003,5759,5469,290
"Flathead County, MT",2003,40571,38169,2402
"Gallatin County, MT",2003,42904,41361,1543
"Garfield County, MT",2003,631,609,22
"Glacier County, MT",2003,5735,5282,453
"Golden Valley County, MT",2003,446,418,28
"Granite County, MT",2003,1287,1213,74
"Hill County, MT",2003,7875,7533,342
"Jefferson County, MT",2003,5425,5191,234
"Judith Basin County, MT",2003,1091,1044,47
"Lake County, MT",2003,11482,10772,710
"Lewis and Clark County, MT",2003,30888,29694,1194
"Liberty County, MT",2003,847,812,35
"Lincoln County, MT",2003,7693,6752,941
"McCone County, MT",2003,993,959,34
"Madison County, MT",2003,3373,3212,161
"Meagher County, MT",2003,914,862,52
"Mineral County, MT",2003,1888,1755,133
"Missoula County, MT",2003,56501,54184,2317
"Musselshell County, MT",2003,2063,1937,126
"Park County, MT",2003,8538,8123,415
"Petroleum County, MT",2003,204,191,13
"Phillips County, MT",2003,2122,2026,96
"Pondera County, MT",2003,2761,2624,137
"Powder River County, MT",2003,889,852,37
"Powell County, MT",2003,2694,2530,164
"Prairie County, MT",2003,539,513,26
"Ravalli County, MT",2003,17833,16792,1041
"Richland County, MT",2003,4652,4441,211
"Roosevelt County, MT",2003,4123,3874,249
"Rosebud County, MT",2003,4307,4069,238
"Sanders County, MT",2003,4543,4210,333
"Sheridan County, MT",2003,1808,1732,76
"Silver Bow County, MT",2003,16974,16098,876
"Stillwater County, MT",2003,4334,4165,169
"Sweet Grass County, MT",2003,2271,2213,58
"Teton County, MT",2003,2938,2821,117
"Toole County, MT",2003,2527,2437,90
"Treasure County, MT",2003,432,416,16
"Valley County, MT",2003,3791,3634,157
"Wheatland County, MT",2003,1016,968,48
"Wibaux County, MT",2003,502,481,21
"Yellowstone County, MT",2003,75259,72484,2775
"Adams County, NE",2003,16792,16106,686
"Antelope County, NE",2003,3985,3854,131
"Arthur County, NE",2003,248,235,13
"Banner County, NE",2003,398,388,10
"Blaine County, NE",2003,296,286,10
"Boone County, NE",2003,3270,3166,104
"Box Butte County, NE",2003,5659,5392,267
"Boyd County, NE",2003,1286,1247,39
"Brown County, NE",2003,1911,1837,74
"Buffalo County, NE",2003,26425,25697,728
"Burt County, NE",2003,4045,3839,206
"Butler County, NE",2003,4690,4490,200
"Cass County, NE",2003,13870,13313,557
"Cedar County, NE",2003,5032,4875,157
"Chase County, NE",2003,2223,2164,59
"Cherry County, NE",2003,3696,3598,98
"Cheyenne County, NE",2003,4945,4784,161
"Clay County, NE",2003,3317,3192,125
"Colfax County, NE",2003,6086,5899,187
"Cuming County, NE",2003,5608,5456,152
"Custer County, NE",2003,6372,6190,182
"Dakota County, NE",2003,10699,10196,503
"Dawes County, NE",2003,4741,4585,156
"Dawson County, NE",2003,12540,12024,516
"Deuel County, NE",2003,1169,1134,35
"Dixon County, NE",2003,3143,3029,114
"Dodge County, NE",2003,19524,18600,924
"Douglas County, NE",2003,263051,251038,12013
"Dundy County, NE",2003,1217,1178,39
"Fillmore County, NE",2003,3450,3322,128
"Franklin County, NE",2003,1971,1908,63
"Frontier County, NE",2003,1814,1763,51
"Furnas County, NE",2003,2562,2476,86
"Gage County, NE",2003,12899,12353,546
"Garden County, NE",2003,1154,1110,44
"Garfield County, NE",2003,1060,1023,37
"Gosper County, NE",2003,1116,1079,37
"Grant County, NE",2003,434,422,12
"Greeley County, NE",2003,1455,1404,51
"Hall County, NE",2003,29424,28136,1288
"Hamilton County, NE",2003,5309,5113,196
"Harlan County, NE",2003,1891,1830,61
"Hayes County, NE",2003,574,553,21
"Hitchcock County, NE",2003,1520,1461,59
"Holt County, NE",2003,6365,6169,196
"Hooker County, NE",2003,418,404,14
"Howard County, NE",2003,3634,3480,154
"Jefferson County, NE",2003,4274,4092,182
"Johnson County, NE",2003,3039,2948,91
"Kearney County, NE",2003,3891,3786,105
"Keith County, NE",2003,4989,4821,168
"Keya Paha County, NE",2003,460,445,15
"Kimball County, NE",2003,2121,2062,59
"Knox County, NE",2003,4975,4803,172
"Lancaster County, NE",2003,153762,148183,5579
"Lincoln County, NE",2003,20461,19741,720
"Logan County, NE",2003,429,417,12
"Loup County, NE",2003,358,344,14
"McPherson County, NE",2003,306,297,9
"Madison County, NE",2003,20431,19613,818
"Merrick County, NE",2003,4270,4097,173
"Morrill County, NE",2003,2833,2722,111
"Nance County, NE",2003,2092,1984,108
"Nemaha County, NE",2003,3564,3412,152
"Nuckolls County, NE",2003,2512,2435,77
"Otoe County, NE",2003,8763,8410,353
"Pawnee County, NE",2003,1670,1602,68
"Perkins County, NE",2003,1664,1621,43
"Phelps County, NE",2003,5381,5217,164
"Pierce County, NE",2003,4326,4175,151
"Platte County, NE",2003,16916,16117,799
"Polk County, NE",2003,3054,2945,109
"Red Willow County, NE",2003,6078,5873,205
"Richardson County, NE",2003,4512,4256,256
"Rock County, NE",2003,1031,992,39
"Saline County, NE",2003,8218,7948,270
"Sarpy County, NE",2003,69654,67434,2220
"Saunders County, NE",2003,11032,10608,424
"Scotts Bluff County, NE",2003,18943,18002,941
"Seward County, NE",2003,9191,8894,297
"Sheridan County, NE",2003,3415,3326,89
"Sherman County, NE",2003,1855,1796,59
"Sioux County, NE",2003,800,776,24
"Stanton County, NE",2003,3754,3632,122
"Thayer County, NE",2003,3014,2920,94
"Thomas County, NE",2003,422,404,18
"Thurston County, NE",2003,2909,2692,217
"Valley County, NE",2003,2601,2513,88
"Washington County, NE",2003,11110,10766,344
"Wayne County, NE",2003,5475,5318,157
"Webster County, NE",2003,2046,1973,73
"Wheeler County, NE",2003,499,485,14
"York County, NE",2003,7883,7622,261
"Churchill County, NV",2003,12163,11606,557
"Clark County, NV",2003,801220,759476,41744
"Douglas County, NV",2003,22070,20993,1077
"Elko County, NV",2003,22799,21780,1019
"Esmeralda County, NV",2003,468,448,20
"Eureka County, NV",2003,705,667,38
"Humboldt County, NV",2003,7406,7047,359
"Lander County, NV",2003,2456,2330,126
"Lincoln County, NV",2003,1595,1512,83
"Lyon County, NV",2003,19946,18851,1095
"Mineral County, NV",2003,2138,2016,122
"Nye County, NV",2003,14967,13879,1088
"Pershing County, NV",2003,2529,2404,125
"Storey County, NV",2003,1991,1924,67
"Washoe County, NV",2003,203657,194591,9066
"White Pine County, NV",2003,3691,3545,146
"Carson City, NV",2003,27242,25721,1521
"Belknap County, NH",2003,31544,30323,1221
"Carroll County, NH",2003,24407,23544,863
"Cheshire County, NH",2003,40090,38673,1417
"Coos County, NH",2003,16511,15656,855
"Grafton County, NH",2003,45671,44295,1376
"Hillsborough County, NH",2003,219658,209646,10012
"Merrimack County, NH",2003,77336,74603,2733
"Rockingham County, NH",2003,166414,157694,8720
"Strafford County, NH",2003,64896,62327,2569
"Sullivan County, NH",2003,20994,20269,725
"Atlantic County, NJ",2003,132292,124072,8220
"Bergen County, NJ",2003,463347,439897,23450
"Burlington County, NJ",2003,230703,219602,11101
"Camden County, NJ",2003,256605,241129,15476
"Cape May County, NJ",2003,55722,51250,4472
"Cumberland County, NJ",2003,66586,61344,5242
"Essex County, NJ",2003,367727,341078,26649
"Gloucester County, NJ",2003,140946,133355,7591
"Hudson County, NJ",2003,291065,269663,21402
"Hunterdon County, NJ",2003,70296,67293,3003
"Mercer County, NJ",2003,186864,177229,9635
"Middlesex County, NJ",2003,409562,386982,22580
"Monmouth County, NJ",2003,322552,305095,17457
"Morris County, NJ",2003,265061,252952,12109
"Ocean County, NJ",2003,244048,229840,14208
"Passaic County, NJ",2003,235805,218576,17229
"Salem County, NJ",2003,30307,28490,1817
"Somerset County, NJ",2003,170535,162699,7836
"Sussex County, NJ",2003,82395,78133,4262
"Union County, NJ",2003,267073,250237,16836
"Warren County, NJ",2003,57664,54772,2892
"Bernalillo County, NM",2003,296480,280961,15519
"Catron County, NM",2003,1487,1375,112
"Chaves County, NM",2003,25859,23966,1893
"Cibola County, NM",2003,11852,11114,738
"Colfax County, NM",2003,7165,6718,447
"Curry County, NM",2003,20001,19112,889
"De Baca County, NM",2003,905,833,72
"Dona Ana County, NM",2003,81929,76633,5296
"Eddy County, NM",2003,24205,22767,1438
"Grant County, NM",2003,11934,10718,1216
"Guadalupe County, NM",2003,1671,1541,130
"Harding County, NM",2003,437,413,24
"Hidalgo County, NM",2003,2392,2270,122
"Lea County, NM",2003,23972,22718,1254
"Lincoln County, NM",2003,10867,10402,465
"Los Alamos County, NM",2003,11331,11028,303
"Luna County, NM",2003,12128,10196,1932
"McKinley County, NM",2003,26445,24630,1815
"Mora County, NM",2003,2113,1886,227
"Otero County, NM",2003,25474,23932,1542
"Quay County, NM",2003,3973,3712,261
"Rio Arriba County, NM",2003,20270,18920,1350
"Roosevelt County, NM",2003,9382,9010,372
"Sandoval County, NM",2003,46855,44021,2834
"San Juan County, NM",2003,51719,48244,3475
"San Miguel County, NM",2003,13618,12761,857
"Santa Fe County, NM",2003,73907,70728,3179
"Sierra County, NM",2003,5338,5043,295
"Socorro County, NM",2003,8761,8321,440
"Taos County, NM",2003,17251,15998,1253
"Torrance County, NM",2003,7490,7072,418
"Union County, NM",2003,2009,1932,77
"Valencia County, NM",2003,30518,28696,1822
"Albany County, NY",2003,157860,151200,6660
"Allegany County, NY",2003,23399,21881,1518
"Bronx County, NY",2003,497689,444901,52788
"Broome County, NY",2003,96722,91138,5584
"Cattaraugus County, NY",2003,42157,39725,2432
"Cayuga County, NY",2003,41387,39221,2166
"Chautauqua County, NY",2003,66735,62909,3826
"Chemung County, NY",2003,41187,38550,2637
"Chenango County, NY",2003,24219,22820,1399
"Clinton County, NY",2003,39878,37484,2394
"Columbia County, NY",2003,31337,29975,1362
"Cortland County, NY",2003,24375,22951,1424
"Delaware County, NY",2003,23012,21909,1103
"Dutchess County, NY",2003,143707,137820,5887
"Erie County, NY",2003,470115,443315,26800
"Essex County, NY",2003,18349,17389,960
"Franklin County, NY",2003,22398,20917,1481
"Fulton County, NY",2003,26513,25002,1511
"Genesee County, NY",2003,33154,31345,1809
"Greene County, NY",2003,23727,22519,1208
"Hamilton County, NY",2003,2952,2794,158
"Herkimer County, NY",2003,31369,29595,1774
"Jefferson County, NY",2003,45949,42837,3112
"Kings County, NY",2003,1041574,946939,94635
"Lewis County, NY",2003,12435,11639,796
"Livingston County, NY",2003,32663,30709,1954
"Madison County, NY",2003,35519,33550,1969
"Monroe County, NY",2003,374026,353621,20405
"Montgomery County, NY",2003,24006,22476,1530
"Nassau County, NY",2003,681398,649939,31459
"New York County, NY",2003,867301,802107,65194
"Niagara County, NY",2003,111316,104007,7309
"Oneida County, NY",2003,110669,104703,5966
"Onondaga County, NY",2003,231168,219486,11682
"Ontario County, NY",2003,55127,52287,2840
"Orange County, NY",2003,172258,164197,8061
"Orleans County, NY",2003,19920,18543,1377
"Oswego County, NY",2003,59880,55518,4362
"Otsego County, NY",2003,31024,29528,1496
"Putnam County, NY",2003,54374,52196,2178
"Queens County, NY",2003,1054959,976778,78181
"Rensselaer County, NY",2003,82105,78326,3779
"Richmond County, NY",2003,221855,205235,16620
"Rockland County, NY",2003,148401,141503,6898
"St. Lawrence County, NY",2003,49310,45857,3453
"Saratoga County, NY",2003,116292,111699,4593
"Schenectady County, NY",2003,73783,70480,3303
"Schoharie County, NY",2003,15464,14644,820
"Schuyler County, NY",2003,9782,9154,628
"Seneca County, NY",2003,17178,16253,925
"Steuben County, NY",2003,44926,41653,3273
"Suffolk County, NY",2003,760943,724648,36295
"Sullivan County, NY",2003,34390,32597,1793
"Tioga County, NY",2003,26318,24842,1476
"Tompkins County, NY",2003,53288,51200,2088
"Ulster County, NY",2003,91397,87246,4151
"Warren County, NY",2003,34478,32729,1749
"Washington County, NY",2003,30963,29561,1402
"Wayne County, NY",2003,48701,45823,2878
"Westchester County, NY",2003,472045,450950,21095
"Wyoming County, NY",2003,21091,19821,1270
"Yates County, NY",2003,12886,12270,616
"Alamance County, NC",2003,70121,65118,5003
"Alexander County, NC",2003,18578,17268,1310
"Alleghany County, NC",2003,4908,4457,451
"Anson County, NC",2003,10984,9944,1040
"Ashe County, NC",2003,12877,12019,858
"Avery County, NC",2003,8053,7588,465
"Beaufort County, NC",2003,20130,18416,1714
"Bertie County, NC",2003,8488,7869,619
"Bladen County, NC",2003,15053,13797,1256
"Brunswick County, NC",2003,39245,36750,2495
"Buncombe County, NC",2003,113491,108150,5341
"Burke County, NC",2003,43047,39721,3326
"Cabarrus County, NC",2003,77743,72104,5639
"Caldwell County, NC",2003,40599,37178,3421
"Camden County, NC",2003,3882,3724,158
"Carteret County, NC",2003,31306,29655,1651
"Caswell County, NC",2003,10871,9928,943
"Catawba County, NC",2003,77740,71634,6106
"Chatham County, NC",2003,29502,27997,1505
"Cherokee County, NC",2003,9842,9042,800
"Chowan County, NC",2003,6849,6493,356
"Clay County, NC",2003,4198,3996,202
"Cleveland County, NC",2003,48134,44016,4118
"Columbus County, NC",2003,23487,21648,1839
"Craven County, NC",2003,40097,37822,2275
"Cumberland County, NC",2003,122697,115103,7594
"Currituck County, NC",2003,10737,10396,341
"Dare County, NC",2003,21818,20721,1097
"Davidson County, NC",2003,79379,73714,5665
"Davie County, NC",2003,19368,18195,1173
"Duplin County, NC",2003,24366,22729,1637
"Durham County, NC",2003,127158,120142,7016
"Edgecombe County, NC",2003,25090,22631,2459
"Forsyth County, NC",2003,166347,157185,9162
"Franklin County, NC",2003,25568,23989,1579
"Gaston County, NC",2003,98527,91427,7100
"Gates County, NC",2003,4839,4640,199
"Graham County, NC",2003,3878,3557,321
"Granville County, NC",2003,24346,22472,1874
"Greene County, NC",2003,8896,8305,591
"Guilford County, NC",2003,238775,224234,14541
"Halifax County, NC",2003,23343,21361,1982
"Harnett County, NC",2003,43835,40993,2842
"Haywood County, NC",2003,27176,25748,1428
"Henderson County, NC",2003,45370,43168,2202
"Hertford County, NC",2003,9728,9139,589
"Hoke County, NC",2003,16231,15027,1204
"Hyde County, NC",2003,2848,2638,210
"Iredell County, NC",2003,69316,64858,4458
"Jackson County, NC",2003,19797,18838,959
"Johnston County, NC",2003,67607,64022,3585
"Jones County, NC",2003,4731,4468,263
"Lee County, NC",2003,25341,23529,1812
"Lenoir County, NC",2003,27178,25174,2004
"Lincoln County, NC",2003,36013,33513,2500
"McDowell County, NC",2003,21684,20125,1559
"Macon County, NC",2003,15405,14650,755
"Madison County, NC",2003,9697,9196,501
"Martin County, NC",2003,12223,11356,867
"Mecklenburg County, NC",2003,418025,393995,24030
"Mitchell County, NC",2003,7709,7109,600
"Montgomery County, NC",2003,12538,11435,1103
"Moore County, NC",2003,35532,33254,2278
"Nash County, NC",2003,44358,41195,3163
"New Hanover County, NC",2003,92071,86890,5181
"Northampton County, NC",2003,8850,8151,699
"Onslow County, NC",2003,53864,50408,3456
"Orange County, NC",2003,64347,61616,2731
"Pamlico County, NC",2003,5573,5268,305
"Pasquotank County, NC",2003,16435,15600,835
"Pender County, NC",2003,20700,19337,1363
"Perquimans County, NC",2003,5013,4760,253
"Person County, NC",2003,18637,17216,1421
"Pitt County, NC",2003,71610,67005,4605
"Polk County, NC",2003,8916,8495,421
"Randolph County, NC",2003,74226,69651,4575
"Richmond County, NC",2003,20437,18446,1991
"Robeson County, NC",2003,52391,47960,4431
"Rockingham County, NC",2003,46934,42804,4130
"Rowan County, NC",2003,67700,62600,5100
"Rutherford County, NC",2003,31487,28813,2674
"Sampson County, NC",2003,31165,29387,1778
"Scotland County, NC",2003,16231,14391,1840
"Stanly County, NC",2003,29720,27585,2135
"Stokes County, NC",2003,24040,22596,1444
"Surry County, NC",2003,36201,33467,2734
"Swain County, NC",2003,6742,6211,531
"Transylvania County, NC",2003,12676,11569,1107
"Tyrrell County, NC",2003,2143,1955,188
"Union County, NC",2003,76383,72447,3936
"Vance County, NC",2003,19949,17822,2127
"Wake County, NC",2003,385646,365385,20261
"Warren County, NC",2003,8193,7518,675
"Washington County, NC",2003,6189,5696,493
"Watauga County, NC",2003,22740,21749,991
"Wayne County, NC",2003,51591,48452,3139
"Wilkes County, NC",2003,33636,31181,2455
"Wilson County, NC",2003,38987,35836,3151
"Yadkin County, NC",2003,19425,18244,1181
"Yancey County, NC",2003,8088,7523,565
"Adams County, ND",2003,1254,1216,38
"Barnes County, ND",2003,6058,5845,213
"Benson County, ND",2003,2726,2575,151
"Billings County, ND",2003,500,485,15
"Bottineau County, ND",2003,3546,3376,170
"Bowman County, ND",2003,1755,1715,40
"Burke County, ND",2003,1019,985,34
"Burleigh County, ND",2003,41743,40462,1281
"Cass County, ND",2003,77467,75182,2285
"Cavalier County, ND",2003,2239,2155,84
"Dickey County, ND",2003,2844,2754,90
"Divide County, ND",2003,1079,1042,37
"Dunn County, ND",2003,1797,1729,68
"Eddy County, ND",2003,1378,1306,72
"Emmons County, ND",2003,2013,1897,116
"Foster County, ND",2003,1781,1717,64
"Golden Valley County, ND",2003,953,930,23
"Grand Forks County, ND",2003,36218,34978,1240
"Grant County, ND",2003,1313,1259,54
"Griggs County, ND",2003,1362,1321,41
"Hettinger County, ND",2003,1252,1202,50
"Kidder County, ND",2003,1243,1168,75
"LaMoure County, ND",2003,2327,2243,84
"Logan County, ND",2003,976,941,35
"McHenry County, ND",2003,2814,2625,189
"McIntosh County, ND",2003,1508,1459,49
"McKenzie County, ND",2003,2714,2609,105
"McLean County, ND",2003,4509,4241,268
