UA,UANAME,CBSA,MNAME,UAPOP,MPOP,metro_micro
60895,"Myrtle Beach--Socastee, SC--NC Urbanized Area",34820,"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",215304,269291,FALSE
87490,"Thousand Oaks, CA Urbanized Area",37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",214811,823318,FALSE
34300,"Grand Rapids, MI Urbanized Area",24340,"Grand Rapids-Wyoming, MI Metro Area",569935,774160,FALSE
90730,"Vineland, NJ Urbanized Area",47220,"Vineland-Millville-Bridgeton, NJ Metro Area",95259,156898,FALSE
57206,"Milford, NJ--PA Urban Cluster",35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2776,18897109,FALSE
18559,"Colchester, CT Urban Cluster",35980,"Norwich-New London, CT Metro Area",10098,274055,FALSE
83926,"Springfield, MA--CT Urbanized Area",44140,"Springfield, MA Metro Area",621300,692942,FALSE
46585,"Lake City, MN Urban Cluster",40340,"Rochester, MN Metro Area",5103,186011,FALSE
10891,"Browns Mills--Fort Dix, NJ Urban Cluster",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",37985,5965343,FALSE
80400,"Sebastian--Vero Beach South--Florida Ridge, FL Urbanized Area",42680,"Sebastian-Vero Beach, FL Metro Area",149422,138028,FALSE
19423,"Comfort, TX Urban Cluster",41700,"San Antonio-New Braunfels, TX Metro Area",2653,2142508,FALSE
66276,"Otisville, NY Urban Cluster",39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",4207,670301,FALSE
46126,"Lafayette--Louisville--Erie, CO Urbanized Area",14500,"Boulder, CO Metro Area",79407,294567,FALSE
33598,"Glens Falls, NY Urbanized Area",24020,"Glens Falls, NY Metro Area",65443,128923,FALSE
8974,"Bonita Springs, FL Urbanized Area",34940,"Naples-Marco Island, FL Metro Area",310298,321520,FALSE
94520,"West Tawakoni, TX Urban Cluster",19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7606,6371773,FALSE
15103,"Century, FL--AL Urban Cluster",37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",3321,448991,FALSE
22096,"Danbury, CT--NY Urbanized Area",14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",168136,916829,FALSE
97642,"Yelm, WA Urban Cluster",36500,"Olympia, WA Metro Area",12387,252264,FALSE
71506,"Portsmouth, NH--ME Urbanized Area",14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",88200,4552402,FALSE
23635,"DeQuincy, LA Urban Cluster",29340,"Lake Charles, LA Metro Area",5017,199607,FALSE
46045,"Lafayette, LA Urbanized Area",29180,"Lafayette, LA Metro Area",252720,273738,FALSE
35758,"Grottoes, VA Urban Cluster",25500,"Harrisonburg, VA Metro Area",4075,125228,FALSE
44830,"Keystone Heights, FL Urban Cluster",27260,"Jacksonville, FL Metro Area",6544,1345596,FALSE
1549,"Alliance, OH Urban Cluster",15940,"Canton-Massillon, OH Metro Area",32533,404422,FALSE
5167,"Barnstable Town, MA Urbanized Area",12700,"Barnstable Town, MA Metro Area",246695,215888,FALSE
10162,"Bridgeport--Stamford, CT--NY Urbanized Area",14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",923311,916829,FALSE
28981,"Fajardo, PR Urbanized Area",21940,"Fajardo, PR Metro Area",85225,70692,FALSE
90851,"Virden, IL Urban Cluster",41180,"St. Louis, MO-IL Metro Area",4266,2812896,FALSE
56035,"Medina, NY Urban Cluster",40380,"Rochester, NY Metro Area",8382,1054323,FALSE
20125,"Corinth, NY Urban Cluster",10580,"Albany-Schenectady-Troy, NY Metro Area",3995,870716,FALSE
35920,"Gulfport, MS Urbanized Area",25060,"Gulfport-Biloxi, MS Metro Area",208948,248820,FALSE
38809,"High Point, NC Urbanized Area",24660,"Greensboro-High Point, NC Metro Area",166485,723801,FALSE
1738,"Altavista, VA Urban Cluster",31340,"Lynchburg, VA Metro Area",4663,252634,FALSE
16140,"Chesnee, SC Urban Cluster",43900,"Spartanburg, SC Metro Area",3003,284307,FALSE
81658,"Shippensburg, PA Urban Cluster",25420,"Harrisburg-Carlisle, PA Metro Area",17008,549475,FALSE
67134,"Palm Coast--Daytona Beach--Port Orange, FL Urbanized Area",19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",349064,494593,FALSE
60841,"Muskegon, MI Urbanized Area",34740,"Muskegon-Norton Shores, MI Metro Area",161280,172188,FALSE
27172,"Elmwood, IL Urban Cluster",37900,"Peoria, IL Metro Area",2660,379186,FALSE
89083,"Turlock, CA Urbanized Area",33700,"Modesto, CA Metro Area",99904,514453,FALSE
92377,"Washington, NJ Urban Cluster",10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",15385,821173,FALSE
35690,"Grifton, NC Urban Cluster",24780,"Greenville, NC Metro Area",3688,189510,FALSE
78364,"Salisbury, MD--DE Urbanized Area",41540,"Salisbury, MD Metro Area",98081,125203,FALSE
80740,"Seville, OH Urban Cluster",17460,"Cleveland-Elyria-Mentor, OH Metro Area",7396,2077240,FALSE
5356,"Bartlett, TX Urban Cluster",12420,"Austin-Round Rock-San Marcos, TX Metro Area",2653,1716289,FALSE
2581,"Anna, TX Urban Cluster",19100,"Dallas-Fort Worth-Arlington, TX Metro Area",10746,6371773,FALSE
62056,"New Carlisle, IN Urban Cluster",43780,"South Bend-Mishawaka, IN-MI Metro Area",3662,319224,FALSE
84088,"Spring Hill, TN Urban Cluster",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",31208,1589934,FALSE
91756,"Ware, MA Urban Cluster",44140,"Springfield, MA Metro Area",9146,692942,FALSE
81496,"Shepherdstown, WV--MD Urban Cluster",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",4856,5582170,FALSE
57088,"Milan, MI Urban Cluster",11460,"Ann Arbor, MI Metro Area",7514,344791,FALSE
2764,"Appleton, WI Urbanized Area",11540,"Appleton, WI Metro Area",216154,225666,FALSE
18802,"Colorado City, AZ--UT Urban Cluster",29420,"Lake Havasu City-Kingman, AZ Metro Area",8233,200186,FALSE
6760,"Beloit, WI--IL Urbanized Area",27500,"Janesville, WI Metro Area",63835,160331,FALSE
91351,"Walkerton, IN Urban Cluster",43780,"South Bend-Mishawaka, IN-MI Metro Area",3035,319224,FALSE
71749,"Pottstown, PA Urbanized Area",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",107682,5965343,FALSE
80470,"Sedona, AZ Urban Cluster",39140,"Prescott, AZ Metro Area",6761,211033,FALSE
68106,"Paw Paw Lake--Hartford, MI Urban Cluster",35660,"Niles-Benton Harbor, MI Metro Area",11589,156813,FALSE
61165,"Nashua, NH--MA Urbanized Area",31700,"Manchester-Nashua, NH Metro Area",226400,400721,FALSE
65404,"Oneida, NY Urban Cluster",45060,"Syracuse, NY Metro Area",21784,662577,FALSE
61138,"Narrows, VA--WV Urban Cluster",13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",4229,162958,FALSE
79834,"Saw Creek, PA Urban Cluster",35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",5880,18897109,FALSE
34057,"Gowanda, NY Urban Cluster",15380,"Buffalo-Niagara Falls, NY Metro Area",6323,1135509,FALSE
70480,"Poinciana, FL Urban Cluster",36740,"Orlando-Kissimmee-Sanford, FL Metro Area",41922,2134411,FALSE
86491,"Tallassee, AL Urban Cluster",33860,"Montgomery, AL Metro Area",4040,374536,FALSE
85208,"Strawberry Plains, TN Urban Cluster",34100,"Morristown, TN Metro Area",3906,136608,FALSE
18505,"Cokato, MN Urban Cluster",33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",4244,3279833,FALSE
71209,"Port Jervis, NY--PA Urban Cluster",39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",16787,670301,FALSE
31060,"Fort Walton Beach--Navarre--Wright, FL Urbanized Area",18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",191917,180822,FALSE
27300,"Elverson, PA Urban Cluster",39740,"Reading, PA Metro Area",3697,411442,FALSE
63838,"North Port--Port Charlotte, FL Urbanized Area",39460,"Punta Gorda, FL Metro Area",169541,159978,FALSE
85465,"Sullivan, MO Urban Cluster",41180,"St. Louis, MO-IL Metro Area",9114,2812896,FALSE
24391,"Donaldsonville, LA Urban Cluster",12940,"Baton Rouge, LA Metro Area",14571,802484,FALSE
43064,"Jersey Shore, PA Urban Cluster",48700,"Williamsport, PA Metro Area",9606,116111,FALSE
43115,"Jewett City, CT Urban Cluster",35980,"Norwich-New London, CT Metro Area",10119,274055,FALSE
34381,"Grandview, WA Urban Cluster",49420,"Yakima, WA Metro Area",18407,243231,FALSE
3790,"Athol, MA Urban Cluster",49340,"Worcester, MA Metro Area",12834,798552,FALSE
27496,"Emmitsburg, MD--PA Urban Cluster",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6366,5582170,FALSE
15805,"Chattahoochee, FL Urban Cluster",45220,"Tallahassee, FL Metro Area",5508,367413,FALSE
41100,"Incline Village, NV--CA Urban Cluster",39900,"Reno-Sparks, NV Metro Area",13022,425417,FALSE
16858,"Churchville, NY Urban Cluster",40380,"Rochester, NY Metro Area",3134,1054323,FALSE
92470,"Watchtower, NY Urban Cluster",28740,"Kingston, NY Metro Area",3936,182493,FALSE
19558,"Concord, NC Urbanized Area",16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",214881,1758038,FALSE
40267,"Hot Springs Village, AR Urban Cluster",26300,"Hot Springs, AR Metro Area",9144,96024,FALSE
83377,"South Pittsburg, TN--AL Urban Cluster",16860,"Chattanooga, TN-GA Metro Area",5373,528143,FALSE
11872,"Burnt Store Marina, FL Urban Cluster",15980,"Cape Coral-Fort Myers, FL Metro Area",3061,618754,FALSE
47665,"Landrum, SC--NC Urban Cluster",43900,"Spartanburg, SC Metro Area",4239,284307,FALSE
86210,"Sylvan Beach, NY Urban Cluster",45060,"Syracuse, NY Metro Area",3451,662577,FALSE
97119,"Woodstock, AL Urban Cluster",13820,"Birmingham-Hoover, AL Metro Area",3664,1128047,FALSE
31150,"Four Corners, FL Urban Cluster",29460,"Lakeland-Winter Haven, FL Metro Area",35549,602095,FALSE
62947,"New Prague, MN Urban Cluster",33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",7850,3279833,FALSE
50554,"Livermore Falls, ME Urban Cluster",30340,"Lewiston-Auburn, ME Metro Area",3092,107702,FALSE
23176,"Delphos, OH Urban Cluster",30620,"Lima, OH Metro Area",7440,106331,FALSE
61435,"Needles, CA--AZ Urban Cluster",40140,"Riverside-San Bernardino-Ontario, CA Metro Area",8520,4224851,FALSE
74044,"Reedley--Dinuba, CA Urban Cluster",23420,"Fresno, CA Metro Area",46247,930450,FALSE
36784,"Hanover, PA Urbanized Area",49620,"York-Hanover, PA Metro Area",66301,434972,FALSE
46927,"Lake Norman of Catawba, NC Urban Cluster",25860,"Hickory-Lenoir-Morganton, NC Metro Area",5603,365497,FALSE
33938,"Goodrich, MI Urban Cluster",19820,"Detroit-Warren-Livonia, MI Metro Area",5860,4296250,FALSE
13051,"Cameron, MO Urban Cluster",28140,"Kansas City, MO-KS Metro Area",9782,2035334,FALSE
44884,"Kiel--New Holstein, WI Urban Cluster",11540,"Appleton, WI Metro Area",6912,225666,FALSE
32842,"Geneva, NY Urban Cluster",40380,"Rochester, NY Metro Area",29990,1054323,FALSE
